thread_name,categories,replies,views,total_likes,creation_date,first_reply_date,last_reply_date,thread_url,frequent_posters,thread_author,thread_likes,thread_text,thread_images,thread_edits,latest_thread_edit_date,reply_author,reply_likes,reply_text,reply_images,reply_date,crawl_date
About the Fiverr Site category,Fiverr Site,1,2.6k,97,"Dec 16, 2016 5:21 am",N/A,"Dec 28, 2016 1:12 pm",https://forum.fiverr.com/t/about-the-fiverr-site-category/16,system,system,97,"The Fiverr Site Category is a section for information about the entire Fiverr website. There are categories within this section to report bugs to the community, make suggestions about the fiverr.com 29 site, etc.",N/A,1,"Dec 28, 2016 1:12 pm",N/A,N/A,N/A,N/A,N/A,2020-07-30 01:15:25.822551
A glitch in the matrix,"Fiverr Site
Report a Bug",2,42,1,"Jul 29, 2020 8:13 pm","Jul 29, 2020 10:12 pm","Jul 29, 2020 10:37 pm",https://forum.fiverr.com/t/a-glitch-in-the-matrix/493521,"pyxisstudio, j6nyc6",pyxisstudio,1,"Can somebody please explain is this some kind of bug or is it just me ?
Please watch this video for explanation.
Fiverr Bug
Your valuable response would be appreciated.
PYXIS STUDIO",N/A,N/A,N/A,j6nyc6,0,"Looks fine to me. However, after page 21 I get the same message you do.",https://aws1.discourse-cdn.com/fiverr/original/4X/7/1/5/715340e8d19723d626867dba4276db222e50f142.png,"Jul 29, 2020 10:12 pm",2020-07-30 01:15:30.168409
A glitch in the matrix,"Fiverr Site
Report a Bug",2,42,1,"Jul 29, 2020 8:13 pm","Jul 29, 2020 10:12 pm","Jul 29, 2020 10:37 pm",https://forum.fiverr.com/t/a-glitch-in-the-matrix/493521,"pyxisstudio, j6nyc6",pyxisstudio,1,"Can somebody please explain is this some kind of bug or is it just me ?
Please watch this video for explanation.
Fiverr Bug
Your valuable response would be appreciated.
PYXIS STUDIO",N/A,N/A,N/A,pyxisstudio,0,They fixed it after my complaint!,N/A,"Jul 29, 2020 10:37 pm",2020-07-30 01:15:30.573353
Duplicate payment and find a right place to approach for getting my money,"Fiverr Site
Report a Bug",6,133,2,"Jun 12, 2020 3:25 am","Jun 12, 2020 3:33 am","Jul 29, 2020 10:33 pm",https://forum.fiverr.com/t/duplicate-payment-and-find-a-right-place-to-approach-for-getting-my-money/467573,"humbleuser15, flurry_insight, keithlee490, kai_w, misscrystal, mariashtelle1, taniamukhi",humbleuser15,1,"Hello everyone ,
I placed an order with one person and my amount deducted twice . I put in forum for return my money . But nobody give me a reply . Please provide me a valid contact so that I approach to them for my issues",N/A,2,"Jul 2, 2020 1:32 am",misscrystal,0,https://www.fiverr.com/support 2,N/A,"Jun 12, 2020 3:33 am",2020-07-30 01:15:35.181067
Duplicate payment and find a right place to approach for getting my money,"Fiverr Site
Report a Bug",6,133,2,"Jun 12, 2020 3:25 am","Jun 12, 2020 3:33 am","Jul 29, 2020 10:33 pm",https://forum.fiverr.com/t/duplicate-payment-and-find-a-right-place-to-approach-for-getting-my-money/467573,"humbleuser15, flurry_insight, keithlee490, kai_w, misscrystal, mariashtelle1, taniamukhi",humbleuser15,1,"Hello everyone ,
I placed an order with one person and my amount deducted twice . I put in forum for return my money . But nobody give me a reply . Please provide me a valid contact so that I approach to them for my issues",N/A,2,"Jul 2, 2020 1:32 am",N/A,N/A,N/A,N/A,N/A,2020-07-30 01:15:35.538053
Duplicate payment and find a right place to approach for getting my money,"Fiverr Site
Report a Bug",6,133,2,"Jun 12, 2020 3:25 am","Jun 12, 2020 3:33 am","Jul 29, 2020 10:33 pm",https://forum.fiverr.com/t/duplicate-payment-and-find-a-right-place-to-approach-for-getting-my-money/467573,"humbleuser15, flurry_insight, keithlee490, kai_w, misscrystal, mariashtelle1, taniamukhi",humbleuser15,1,"Hello everyone ,
I placed an order with one person and my amount deducted twice . I put in forum for return my money . But nobody give me a reply . Please provide me a valid contact so that I approach to them for my issues",N/A,2,"Jul 2, 2020 1:32 am",keithlee490,0,"Hi, I have the same problem. Just wondering if you have been updated? I am currently still waiting for a reply after 48 hours.",N/A,"Jun 24, 2020 6:29 pm",2020-07-30 01:15:35.936602
Duplicate payment and find a right place to approach for getting my money,"Fiverr Site
Report a Bug",6,133,2,"Jun 12, 2020 3:25 am","Jun 12, 2020 3:33 am","Jul 29, 2020 10:33 pm",https://forum.fiverr.com/t/duplicate-payment-and-find-a-right-place-to-approach-for-getting-my-money/467573,"humbleuser15, flurry_insight, keithlee490, kai_w, misscrystal, mariashtelle1, taniamukhi",humbleuser15,1,"Hello everyone ,
I placed an order with one person and my amount deducted twice . I put in forum for return my money . But nobody give me a reply . Please provide me a valid contact so that I approach to them for my issues",N/A,2,"Jul 2, 2020 1:32 am",flurry_insight,0,"I’m having the same problem! This is beyond joke now. Luckily, I got all my money back last time which is worth USD$210. I’m afraid to make big purchase since that incident. Just now, I bought a gig cost $10 and guess what? It happened again, so sick of this now. They should fix it otherwise their conversion rate will tanked",N/A,"Jun 24, 2020 8:20 pm",2020-07-30 01:15:36.346110
Duplicate payment and find a right place to approach for getting my money,"Fiverr Site
Report a Bug",6,133,2,"Jun 12, 2020 3:25 am","Jun 12, 2020 3:33 am","Jul 29, 2020 10:33 pm",https://forum.fiverr.com/t/duplicate-payment-and-find-a-right-place-to-approach-for-getting-my-money/467573,"humbleuser15, flurry_insight, keithlee490, kai_w, misscrystal, mariashtelle1, taniamukhi",humbleuser15,1,"Hello everyone ,
I placed an order with one person and my amount deducted twice . I put in forum for return my money . But nobody give me a reply . Please provide me a valid contact so that I approach to them for my issues",N/A,2,"Jul 2, 2020 1:32 am",taniamukhi,0,I Just checked my account and the same thing just happened duplicate payment and it is a huge amount. I am considering cancelling the transactions by calling my bank for fraud if I don’t get a response.,N/A,"Jul 1, 2020 12:23 pm",2020-07-30 01:15:36.738643
Duplicate payment and find a right place to approach for getting my money,"Fiverr Site
Report a Bug",6,133,2,"Jun 12, 2020 3:25 am","Jun 12, 2020 3:33 am","Jul 29, 2020 10:33 pm",https://forum.fiverr.com/t/duplicate-payment-and-find-a-right-place-to-approach-for-getting-my-money/467573,"humbleuser15, flurry_insight, keithlee490, kai_w, misscrystal, mariashtelle1, taniamukhi",humbleuser15,1,"Hello everyone ,
I placed an order with one person and my amount deducted twice . I put in forum for return my money . But nobody give me a reply . Please provide me a valid contact so that I approach to them for my issues",N/A,2,"Jul 2, 2020 1:32 am",mariashtelle1,1,"taniamukhi:
am considering cancelling the transactions by calling my bank for fraud if I don’t get a response
I would not recommend doing that as it’s against fiverr tos and your account will be restricted right away.
If you contacted fiverr support just wait for their reply.
In this pandemic times it takes them longer to reply, in some cases up to 10 days but they for sure will solve that as soon as they will get to your query in queue.",N/A,"Jul 1, 2020 12:27 pm",2020-07-30 01:15:37.148998
Instant funds clearing removed?,Fiverr Site,3,79,9,"Jul 29, 2020 6:13 am","Jul 29, 2020 12:55 pm","Jul 29, 2020 5:44 pm",https://forum.fiverr.com/t/instant-funds-clearing-removed/493198,"miiila, maedan, onedaygm, imagination7413",onedaygm,4,"Noticed there’s no longer an option to immediately clear funds (without waiting 2 weeks) for 1% fee.
Has this feature been removed or is it just a bug?",N/A,N/A,N/A,"imagination7413
Regular",1,"It was placed as a temporary thing when Covid started becoming a major issue, so maybe Fiverr has decided that it has indeed run its course.",N/A,"Jul 29, 2020 12:55 pm",2020-07-30 01:15:41.437538
