thread_name,categories,replies,views,total_likes,creation_date,first_reply_date,last_reply_date,thread_url,frequent_posters,thread_author,thread_likes,thread_text,thread_images,thread_edits,latest_thread_edit_date,reply_author,reply_likes,reply_text,reply_images,reply_date,crawl_date
My First €100. Overworked and underpaid,Your Fiverr Experience,1,25,4,"Aug 5, 2020 8:34 pm","Aug 5, 2020 10:10 pm","Aug 5, 2020 10:10 pm",https://forum.fiverr.com/t/my-first-100-overworked-and-underpaid/496515,"garybaitson, gina_riley2",garybaitson,2,"So Ive just made my first 100 euro. Happy days, and have another few quid on the way. They are only small paying jobs, so I still have another 300 to go before becoming a level 1 seller.
It feels good…
I am doing a LOT of work for a fiver, but getting good feedback and ratings.",N/A,N/A,N/A,gina_riley2,2,"If you feel overworked, then perhaps you should consider raising your prices.
I don’t think there’s anything wrong with being slightly underpaid when you are new, to build a reputation. I don’t believe anyone should be both overworked & underpaid.
Well, best of luck to you.",N/A,"Aug 5, 2020 10:10 pm",2020-08-05 22:21:28.902325
Client asks for personal ID to continue the work,"Your Fiverr Experience
My Fiverr Gigs",4,22,1,"Aug 5, 2020 6:30 pm","Aug 5, 2020 6:47 pm","Aug 5, 2020 10:05 pm",https://forum.fiverr.com/t/client-asks-for-personal-id-to-continue-the-work/496490,"leonormiserol, california_tech, alphagev",leonormiserol,,"This seems very strange to me and it is the first time it has happened to me in these years working here.
A client asks me to sign her confidentiality agreement, and among those terms she asks me to attach a personal ID (passport / driver’s license).
I’m not sure if this is something I can accept.",N/A,N/A,N/A,alphagev,1,"To me, it sounds like a direct method to have your account banned, if you don’t have the permission from Fiverr to do that.
Read this too, maybe it will be useful
Personal info FAQ
Fiverr FAQ
Hi, Recently, some buyer requested me tons of times to share my personal number. Although i didn’t share but received the warning from fiverr to avoid sharing the personal contact otherwise my account can be banned. To tackle such situation where buyer without seller’s intention keeps asking for personal contact, i’ve created a FAQ under each of my gig with following content: Q: Can you share personal contact info? A: Exchanging personal contact info is strictly prohibited in fiverr policies…",N/A,"Aug 5, 2020 6:47 pm",2020-08-05 22:21:33.290291
Client asks for personal ID to continue the work,"Your Fiverr Experience
My Fiverr Gigs",4,22,1,"Aug 5, 2020 6:30 pm","Aug 5, 2020 6:47 pm","Aug 5, 2020 10:05 pm",https://forum.fiverr.com/t/client-asks-for-personal-id-to-continue-the-work/496490,"leonormiserol, california_tech, alphagev",leonormiserol,,"This seems very strange to me and it is the first time it has happened to me in these years working here.
A client asks me to sign her confidentiality agreement, and among those terms she asks me to attach a personal ID (passport / driver’s license).
I’m not sure if this is something I can accept.",N/A,N/A,N/A,california_tech,0,This has happened to me as well. I educated my the client about the Fiverr policy.,N/A,"Aug 5, 2020 9:26 pm",2020-08-05 22:21:33.687430
Client asks for personal ID to continue the work,"Your Fiverr Experience
My Fiverr Gigs",4,22,1,"Aug 5, 2020 6:30 pm","Aug 5, 2020 6:47 pm","Aug 5, 2020 10:05 pm",https://forum.fiverr.com/t/client-asks-for-personal-id-to-continue-the-work/496490,"leonormiserol, california_tech, alphagev",leonormiserol,,"This seems very strange to me and it is the first time it has happened to me in these years working here.
A client asks me to sign her confidentiality agreement, and among those terms she asks me to attach a personal ID (passport / driver’s license).
I’m not sure if this is something I can accept.",N/A,N/A,N/A,leonormiserol,0,"Yes, I also explained it in a good way. But I have no choice but to cancel the order regretting a lot. Like “he didn’t trust me if I didn’t send him an ID.”
I have more than 1k of positive ratings, and I don’t see the reason for their mistrust.",N/A,"Aug 5, 2020 9:32 pm",2020-08-05 22:21:34.054459
Client asks for personal ID to continue the work,"Your Fiverr Experience
My Fiverr Gigs",4,22,1,"Aug 5, 2020 6:30 pm","Aug 5, 2020 6:47 pm","Aug 5, 2020 10:05 pm",https://forum.fiverr.com/t/client-asks-for-personal-id-to-continue-the-work/496490,"leonormiserol, california_tech, alphagev",leonormiserol,,"This seems very strange to me and it is the first time it has happened to me in these years working here.
A client asks me to sign her confidentiality agreement, and among those terms she asks me to attach a personal ID (passport / driver’s license).
I’m not sure if this is something I can accept.",N/A,N/A,N/A,california_tech,0,"I am sorry that you have to cancel your gig after explaining, I too was not able to pursue with my gig after even educating my client.",N/A,"Aug 5, 2020 10:05 pm",2020-08-05 22:21:34.434046
Live Action and Animation,"Your Fiverr Experience
Conversations",0,0,0,N/A,N/A,N/A,https://forum.fiverr.com/t/live-action-and-animation/496533,N/A,gina_riley2,,"Does anyone know what the process of combining the subject is called?
How difficult is that to do?
If I wanted to submit a video of me talking, can someone add animation/cartoon?
There isn’t anything complicated, it’s me talking to a cartoon character.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2020-08-05 22:21:38.447219
Can 4.9 rating increase to 5?,"Your Fiverr Experience
My Fiverr Gigs",2,12,1,"Aug 5, 2020 8:53 pm","Aug 5, 2020 8:55 pm","Aug 5, 2020 9:56 pm",https://forum.fiverr.com/t/can-4-9-rating-increase-to-5/496519,"jyruzborromeo, lisan_e",jyruzborromeo,1,Is there anyone who has a 4.9 or below rating that manages to increase it again to 5.0? I just need some proof that it is still possible to make it.,N/A,N/A,N/A,jyruzborromeo,0,To anyone who also experience this situation and manage to get back to 5.0 rating just say yes please. Just to give me hope that it’s still possible.,N/A,"Aug 5, 2020 8:55 pm",2020-08-05 22:21:42.842054
Can 4.9 rating increase to 5?,"Your Fiverr Experience
My Fiverr Gigs",2,12,1,"Aug 5, 2020 8:53 pm","Aug 5, 2020 8:55 pm","Aug 5, 2020 9:56 pm",https://forum.fiverr.com/t/can-4-9-rating-increase-to-5/496519,"jyruzborromeo, lisan_e",jyruzborromeo,1,Is there anyone who has a 4.9 or below rating that manages to increase it again to 5.0? I just need some proof that it is still possible to make it.,N/A,N/A,N/A,lisan_e,0,after 60days it would be 5.0,N/A,"Aug 5, 2020 9:56 pm",2020-08-05 22:21:43.210137
Gig disappeared from search suddenly,"Your Fiverr Experience
Improve My Gig",11,137,10,"Jul 27, 2020 9:54 pm","Jul 28, 2020 7:09 am","Aug 5, 2020 9:42 pm",https://forum.fiverr.com/t/gig-disappeared-from-search-suddenly/492491,"luckyjay1, rcd_juwel1, hazel_justin131, cattoart, mahiraaani, parakdraw, imagination7413",luckyjay1,5,"This is my gig
https://www.fiverr.com/s2/623510af1c?utm_source=CopyLink_Mobile 5
I’m one if the top seller in fiverr, I’m the top 10 in web scraping gigs from the last 5 months, but suddenly on 1st July ‘2020 my gig disappeared from search not even showing at end page.
I watched many tips in video like changing keywords, changing title, gig image but nothing worked. I tried to reach fiverr but they don’t give proper reply.
Don’t know this is done by fiverr or something else. I have 68 five start reviews out of my Last 70 reviews. I did 392 orders in the last 5 months with 266 reviews 98% reviews are 5*
I got received tips from 30% of Buyers. I got 20 best lengthy super reviews. What not. I got received 80 orders per month collected 26,000 USD in the last 5 months.
But I’m now helpless.
Any suggestions would be appreciated!",N/A,1,"Jul 27, 2020 10:01 pm","imagination7413
Regular",0,"Welcome to the Fiverr forums.
You only have 6 minutes of read-time shown in your forum profile. Check out the Tips For Sellers category (forum.fiverr.com/c/Fiverr-Tips/tips-for-sellers/l/top/all?order=views). You’ll find hundreds of threads offering advice on a variety of things to consider and/or improve. (Note: Not all advice can apply to all gigs or categories. Be sure you check multiple sources as there are some false tips, even among the top threads.)
It takes a lot of work to make it as a freelancer, so be sure to research and plan accordingly.
“If you fail to plan, you are planning to fail.” (Attributed to Benjamin Franklin)
Specific to your gig, please see (DES) point 1:
Basics to Improve Your Gig. A helpful breakdown and guide
Tips for Sellers
Introduction – This is not a list on how to make gigs. This is for gigs that are already made that are under-performing, need an overhaul, or just need somewhere to start for self-evaluation/education. It does contain a few general-information bits, and can help during gig creation, but that is neither the focus nor the intent. For more information on any of the following sections or points, please see ‘Other Resources’ under (RRD) at the end of this post. Sections: (TCT) Title, Category, and…
There are also a bunch of useful links in the (RRD) section.",N/A,"Jul 28, 2020 7:09 am",2020-08-05 22:21:47.611960
Gig disappeared from search suddenly,"Your Fiverr Experience
Improve My Gig",11,137,10,"Jul 27, 2020 9:54 pm","Jul 28, 2020 7:09 am","Aug 5, 2020 9:42 pm",https://forum.fiverr.com/t/gig-disappeared-from-search-suddenly/492491,"luckyjay1, rcd_juwel1, hazel_justin131, cattoart, mahiraaani, parakdraw, imagination7413",luckyjay1,5,"This is my gig
https://www.fiverr.com/s2/623510af1c?utm_source=CopyLink_Mobile 5
I’m one if the top seller in fiverr, I’m the top 10 in web scraping gigs from the last 5 months, but suddenly on 1st July ‘2020 my gig disappeared from search not even showing at end page.
I watched many tips in video like changing keywords, changing title, gig image but nothing worked. I tried to reach fiverr but they don’t give proper reply.
Don’t know this is done by fiverr or something else. I have 68 five start reviews out of my Last 70 reviews. I did 392 orders in the last 5 months with 266 reviews 98% reviews are 5*
I got received tips from 30% of Buyers. I got 20 best lengthy super reviews. What not. I got received 80 orders per month collected 26,000 USD in the last 5 months.
But I’m now helpless.
Any suggestions would be appreciated!",N/A,1,"Jul 27, 2020 10:01 pm",hazel_justin131,1,"The same happened with me. My gig was disappeared. I also contacted CS but they marked it as solved without actually solving anything.
The thing that worked for me is I edited my gig, made some minor changes in description and delivery time etc.
After 2 to 3 days mu=y gig was back in search and had the same rank.
You can try this. I hope this will work for you.",N/A,"Jul 28, 2020 7:12 am",2020-08-05 22:21:47.997040
